counter,discarded,gen_time,arrival_time,discard_time,prod_time
0,1,0,0,0.195722,-1
5,0,0,0,-1,1.31603
5,0,0,0,-1,1.89772
4,1,0,0,2.10377,-1
0,1,1.31603,1.31603,2.16449,-1
5,0,0,0,-1,2.99531
5,0,2.10377,2.10377,-1,3.29367
1,1,2.16449,2.16449,3.52007,-1
2,1,1.89772,1.89772,3.54541,-1
5,0,0.195722,0.195722,-1,3.93784
3,1,2.99531,2.99531,4.44578,-1
5,0,3.29367,3.29367,-1,5.79182
5,0,4.44578,4.44578,-1,5.79801
5,0,3.52007,3.52007,-1,6.44374
4,1,3.93784,3.93784,6.64446,-1
5,0,3.54541,3.54541,-1,6.66919
2,1,5.79801,5.79801,7.11967,-1
0,1,6.64446,6.64446,7.22008,-1
2,1,7.11967,7.11967,8.56144,-1
3,1,5.79182,5.79182,8.56483,-1
5,0,6.66919,6.66919,-1,8.72345
5,0,6.44374,6.44374,-1,9.15754
1,1,8.72345,8.72345,9.69164,-1
5,0,7.22008,7.22008,-1,10.3415
0,1,9.69164,9.69164,10.3537,-1
0,1,10.3415,10.3415,11.1389,-1
5,0,8.56144,8.56144,-1,11.6064
5,0,8.56483,8.56483,-1,11.721
5,0,9.15754,9.15754,-1,11.8594
0,1,11.6064,11.6064,11.901,-1
5,0,10.3537,10.3537,-1,12.137
2,1,11.721,11.721,12.6758,-1
1,1,11.8594,11.8594,13.5745,-1
5,0,11.1389,11.1389,-1,13.8169
5,0,12.137,12.137,-1,13.8448
5,0,11.901,11.901,-1,14.2711
2,1,13.8448,13.8448,14.4041,-1
2,1,13.8169,13.8169,15.2466,-1
5,0,12.6758,12.6758,-1,15.59
5,0,13.5745,13.5745,-1,15.7793
0,1,15.7793,15.7793,15.827,-1
0,1,15.2466,15.2466,16.0925,-1
5,0,14.2711,14.2711,-1,16.3265
5,0,14.4041,14.4041,-1,16.8265
2,1,15.59,15.59,16.8694,-1
5,0,15.827,15.827,-1,16.9138
1,1,16.8694,16.8694,18.5027,-1
5,0,16.8265,16.8265,-1,18.6956
5,0,16.0925,16.0925,-1,19.1106
5,0,16.9138,16.9138,-1,19.4794
5,0,16.3265,16.3265,-1,19.641
1,1,18.5027,18.5027,19.7595,-1
1,1,19.7595,19.7595,20.4604,-1
2,1,18.6956,18.6956,20.6756,-1
3,1,19.1106,19.1106,20.8955,-1
2,1,19.4794,19.4794,21.5728,-1
5,0,19.641,19.641,-1,21.8247
1,1,20.6756,20.6756,22.3732,-1
5,0,20.4604,20.4604,-1,22.7513
5,0,21.5728,21.5728,-1,23.5495
2,1,22.3732,22.3732,23.6315,-1
5,0,21.8247,21.8247,-1,23.9629
5,0,20.8955,20.8955,-1,24.0484
1,1,23.9629,23.9629,24.921,-1
4,1,22.7513,22.7513,25.3167,-1
4,1,23.6315,23.6315,26.2682,-1
5,0,23.5495,23.5495,-1,26.5621
0,1,26.2682,26.2682,26.7997,-1
1,1,25.3167,25.3167,27.0982,-1
5,0,24.0484,24.0484,-1,27.1068
0,1,27.1068,27.1068,27.8704,-1
2,1,26.5621,26.5621,27.934,-1
5,0,24.921,24.921,-1,28.1563
5,0,26.7997,26.7997,-1,28.5642
2,1,27.0982,27.0982,28.8712,-1
3,1,28.1563,28.1563,29.2965,-1
5,0,27.934,27.934,-1,30.2586
2,1,28.8712,28.8712,30.7315,-1
0,1,30.2586,30.2586,30.9573,-1
5,0,27.8704,27.8704,-1,31.285
5,0,28.5642,28.5642,-1,31.9865
0,1,31.285,31.285,32.1192,-1
2,1,30.9573,30.9573,32.8507,-1
5,0,30.7315,30.7315,-1,33.1514
5,0,29.2965,29.2965,-1,33.3178
5,0,32.1192,32.1192,-1,33.8293
0,1,33.8293,33.8293,34.2238,-1
5,0,31.9865,31.9865,-1,34.3079
0,1,34.3079,34.3079,34.6549,-1
1,1,34.6549,34.6549,35.8106,-1
5,0,33.1514,33.1514,-1,35.9254
5,0,32.8507,32.8507,-1,36.2312
5,0,33.3178,33.3178,-1,36.8196
5,0,34.2238,34.2238,-1,37.2566
5,0,36.8196,36.8196,-1,38.1631
4,1,35.8106,35.8106,38.2435,-1
0,1,38.2435,38.2435,38.3533,-1
5,0,35.9254,35.9254,-1,38.5808
5,0,37.2566,37.2566,-1,38.9481
5,0,36.2312,36.2312,-1,39.3606
0,1,39.3606,39.3606,39.464,-1
1,1,39.464,39.464,40.0432,-1
5,0,38.5808,38.5808,-1,40.3292
5,0,38.3533,38.3533,-1,40.6835
0,1,40.0432,40.0432,40.8964,-1
5,0,38.1631,38.1631,-1,40.9273
5,0,38.9481,38.9481,-1,41.6562
5,0,40.9273,40.9273,-1,42.3904
3,1,41.6562,41.6562,42.6616,-1
5,0,40.6835,40.6835,-1,43.2626
5,0,40.3292,40.3292,-1,43.6665
4,1,42.3904,42.3904,44.0912,-1
5,0,40.8964,40.8964,-1,44.1597
5,0,42.6616,42.6616,-1,45.4067
5,0,44.0912,44.0912,-1,45.5798
5,0,43.2626,43.2626,-1,46.3307
4,1,44.1597,44.1597,46.6461,-1
5,0,43.6665,43.6665,-1,46.7463
0,1,46.6461,46.6461,46.8408,-1
0,1,46.7463,46.7463,47.0043,-1
5,0,45.5798,45.5798,-1,47.4324
5,0,45.4067,45.4067,-1,47.8594
3,1,46.3307,46.3307,48.3151,-1
5,0,47.0043,47.0043,-1,48.8828
3,1,47.4324,47.4324,49.138,-1
5,0,46.8408,46.8408,-1,49.3384
5,0,47.8594,47.8594,-1,49.9424
3,1,49.138,49.138,51.2467,-1
5,0,48.8828,48.8828,-1,51.2693
5,0,48.3151,48.3151,-1,51.4897
2,1,49.3384,49.3384,51.5105,-1
5,0,49.9424,49.9424,-1,52.387
1,1,51.2467,51.2467,52.7845,-1
5,0,51.2693,51.2693,-1,53.1976
5,0,51.5105,51.5105,-1,53.6818
3,1,51.4897,51.4897,53.8112,-1
3,1,52.7845,52.7845,54.3886,-1
1,1,53.8112,53.8112,54.5468,-1
5,0,52.387,52.387,-1,55.5471
5,0,53.1976,53.1976,-1,55.8039
5,0,53.6818,53.6818,-1,56.6923
5,0,54.3886,54.3886,-1,57.9455
5,0,54.5468,54.5468,-1,58.1163
5,0,55.8039,55.8039,-1,58.189
0,1,57.9455,57.9455,58.4651,-1
5,0,55.5471,55.5471,-1,58.4941
5,0,56.6923,56.6923,-1,59.4052
3,1,58.4651,58.4651,59.6977,-1
0,1,59.6977,59.6977,59.7383,-1
5,0,58.1163,58.1163,-1,59.9257
2,1,59.4052,59.4052,60.907,-1
1,1,59.9257,59.9257,61.21,-1
0,1,60.907,60.907,61.6652,-1
5,0,58.4941,58.4941,-1,62.1268
5,0,58.189,58.189,-1,62.2571
3,1,61.6652,61.6652,62.5257,-1
5,0,59.7383,59.7383,-1,62.9241
5,0,62.1268,62.1268,-1,63.7847
5,0,62.5257,62.5257,-1,63.9729
5,0,61.21,61.21,-1,64.5197
5,0,62.9241,62.9241,-1,64.8236
1,1,64.5197,64.5197,65.2372,-1
5,0,62.2571,62.2571,-1,65.6161
3,1,63.9729,63.9729,65.9002,-1
0,1,65.2372,65.2372,66.1118,-1
5,0,63.7847,63.7847,-1,66.134
4,1,64.8236,64.8236,66.7951,-1
5,0,65.6161,65.6161,-1,67.7533
5,0,65.9002,65.9002,-1,68.4796
5,0,66.134,66.134,-1,68.9341
5,0,67.7533,67.7533,-1,69.0468
5,0,66.1118,66.1118,-1,69.4973
5,0,66.7951,66.7951,-1,69.5428
5,0,68.4796,68.4796,-1,71.1277
5,0,69.0468,69.0468,-1,71.3308
3,1,68.9341,68.9341,71.7799,-1
5,0,69.4973,69.4973,-1,72.149
3,1,71.7799,71.7799,72.2426,-1
5,0,69.5428,69.5428,-1,72.6368
0,1,72.149,72.149,72.721,-1
5,0,71.3308,71.3308,-1,72.9232
2,1,71.1277,71.1277,73.497,-1
1,1,72.2426,72.2426,73.8779,-1
0,1,73.497,73.497,73.9302,-1
5,0,72.6368,72.6368,-1,74.3421
3,1,72.721,72.721,75.8581,-1
3,1,74.3421,74.3421,76.352,-1
0,1,75.8581,75.8581,76.3789,-1
4,1,72.9232,72.9232,76.5867,-1
5,0,73.9302,73.9302,-1,77.1553
5,0,73.8779,73.8779,-1,77.2742
2,1,76.3789,76.3789,77.6042,-1
2,1,76.352,76.352,77.7742,-1
0,1,77.7742,77.7742,78.0814,-1
4,1,77.2742,77.2742,80.0114,-1
5,0,77.6042,77.6042,-1,80.0217
5,0,78.0814,78.0814,-1,80.5111
5,0,77.1553,77.1553,-1,80.5208
5,0,76.5867,76.5867,-1,81.028
3,1,80.0114,80.0114,81.8476,-1
2,1,80.0217,80.0217,81.9383,-1
0,1,81.9383,81.9383,82.2643,-1
5,0,80.5111,80.5111,-1,83.1453
5,0,80.5208,80.5208,-1,83.188
5,0,81.028,81.028,-1,83.5436
5,0,81.8476,81.8476,-1,83.7459
2,1,83.5436,83.5436,84.1447,-1
5,0,82.2643,82.2643,-1,84.475
5,0,84.475,84.475,-1,85.9186
5,0,83.1453,83.1453,-1,85.9503
5,0,83.7459,83.7459,-1,86.0038
5,0,84.1447,84.1447,-1,86.3348
5,0,83.188,83.188,-1,86.3852
4,1,86.3348,86.3348,88.3748,-1
5,0,85.9503,85.9503,-1,88.8623
5,0,85.9186,85.9186,-1,89.0057
5,0,86.3852,86.3852,-1,89.1597
0,1,88.3748,88.3748,89.2247,-1
5,0,86.0038,86.0038,-1,89.8069
3,1,89.0057,89.0057,90.4846,-1
4,1,88.8623,88.8623,90.9504,-1
5,0,90.4846,90.4846,-1,91.775
5,0,89.2247,89.2247,-1,92.1368
0,1,91.775,91.775,92.2785,-1
5,0,89.1597,89.1597,-1,92.412
5,0,89.8069,89.8069,-1,92.755
1,1,92.2785,92.2785,93.3003,-1
5,0,92.412,92.412,-1,94.0033
5,0,90.9504,90.9504,-1,94.1875
5,0,92.1368,92.1368,-1,94.8299
5,0,93.3003,93.3003,-1,95.3808
2,1,94.0033,94.0033,95.3831,-1
5,0,92.755,92.755,-1,95.5441
1,1,94.8299,94.8299,96.0423,-1
5,0,94.1875,94.1875,-1,97.2035
5,0,95.5441,95.5441,-1,97.5502
5,0,95.3808,95.3808,-1,97.5952
0,1,97.2035,97.2035,97.7559,-1
5,0,96.0423,96.0423,-1,98.0528
5,0,95.3831,95.3831,-1,98.1961
1,1,98.1961,98.1961,98.4807,-1
0,1,98.0528,98.0528,98.5142,-1
0,1,98.5142,98.5142,98.6764,-1
5,0,97.5952,97.5952,-1,100.207
5,0,97.7559,97.7559,-1,100.697
5,0,97.5502,97.5502,-1,100.929
5,0,98.4807,98.4807,-1,101.367
1,1,100.929,100.929,101.642,-1
4,1,98.6764,98.6764,101.8,-1
2,1,100.697,100.697,102.047,-1
5,0,100.207,100.207,-1,103.169
3,1,102.047,102.047,103.628,-1
4,1,101.367,101.367,104.315,-1
5,0,101.8,101.8,-1,104.37
5,0,101.642,101.642,-1,104.557
5,0,103.169,103.169,-1,104.978
3,1,103.628,103.628,105.533,-1
5,0,104.37,104.37,-1,106.097
0,1,106.097,106.097,106.131,-1
5,0,104.557,104.557,-1,106.434
5,0,104.315,104.315,-1,106.735
2,1,104.978,104.978,106.938,-1
2,1,105.533,105.533,107.21,-1
3,1,106.131,106.131,108.149,-1
2,1,106.735,106.735,108.641,-1
5,0,106.938,106.938,-1,109.198
4,1,107.21,107.21,109.387,-1
5,0,106.434,106.434,-1,109.815
5,0,108.149,108.149,-1,110.3
2,1,108.641,108.641,110.309,-1
5,0,109.198,109.198,-1,111.495
5,0,109.387,109.387,-1,111.5
3,1,110.3,110.3,111.961,-1
0,1,111.961,111.961,112.357,-1
0,1,112.357,112.357,112.547,-1
4,1,110.309,110.309,112.636,-1
5,0,111.495,111.495,-1,112.962
5,0,111.5,111.5,-1,112.964
5,0,109.815,109.815,-1,113.149
5,0,112.547,112.547,-1,114.166
2,1,112.964,112.964,114.82,-1
5,0,112.636,112.636,-1,115.45
5,0,113.149,113.149,-1,115.621
5,0,112.962,112.962,-1,116.173
0,1,116.173,116.173,116.215,-1
4,1,114.166,114.166,116.707,-1
1,1,116.707,116.707,117.433,-1
3,1,115.621,115.621,117.964,-1
5,0,116.215,116.215,-1,118.039
5,0,115.45,115.45,-1,118.045
5,0,114.82,114.82,-1,118.283
1,1,117.964,117.964,119.203,-1
5,0,117.433,117.433,-1,119.751
1,1,118.283,118.283,119.902,-1
5,0,118.039,118.039,-1,120.763
5,0,118.045,118.045,-1,121.465
5,0,119.203,119.203,-1,121.883
5,0,119.902,119.902,-1,121.937
5,0,120.763,120.763,-1,122.619
5,0,119.751,119.751,-1,122.822
0,1,121.937,121.937,122.84,-1
0,1,122.84,122.84,123.564,-1
5,0,121.465,121.465,-1,123.695
5,0,121.883,121.883,-1,124.45
1,1,122.822,122.822,124.479,-1
1,1,123.564,123.564,124.856,-1
1,1,124.856,124.856,125.185,-1
5,0,123.695,123.695,-1,125.292
5,0,122.619,122.619,-1,126.042
5,0,124.479,124.479,-1,126.984
1,1,126.042,126.042,127.023,-1
5,0,124.45,124.45,-1,127.234
5,0,125.185,125.185,-1,127.313
4,1,125.292,125.292,128.349,-1
3,1,127.023,127.023,128.916,-1
5,0,127.313,127.313,-1,129.033
2,1,127.234,127.234,129.177,-1
5,0,126.984,126.984,-1,129.388
5,0,128.916,128.916,-1,130.327
3,1,129.177,129.177,130.658,-1
5,0,128.349,128.349,-1,130.78
2,1,130.327,130.327,131.72,-1
5,0,129.033,129.033,-1,131.791
0,1,131.72,131.72,132.027,-1
5,0,129.388,129.388,-1,132.929
4,1,130.78,130.78,133.701,-1
5,0,130.658,130.658,-1,133.807
3,1,132.027,132.027,133.929,-1
5,0,131.791,131.791,-1,134.282
0,1,133.929,133.929,134.44,-1
2,1,133.701,133.701,135.144,-1
5,0,132.929,132.929,-1,135.928
3,1,134.282,134.282,135.929,-1
1,1,135.144,135.144,136.163,-1
5,0,134.44,134.44,-1,136.303
5,0,133.807,133.807,-1,136.361
5,0,136.361,136.361,-1,137.979
4,1,136.163,136.163,138.043,-1
5,0,135.928,135.928,-1,138.308
5,0,136.303,136.303,-1,139.225
1,1,138.308,138.308,139.294,-1
5,0,135.929,135.929,-1,139.404
5,0,137.979,137.979,-1,141.023
5,0,138.043,138.043,-1,141.082
5,0,139.225,139.225,-1,141.754
5,0,139.404,139.404,-1,142.264
5,0,139.294,139.294,-1,142.413
0,1,142.413,142.413,142.493,-1
5,0,141.082,141.082,-1,143.052
2,1,141.754,141.754,143.436,-1
5,0,141.023,141.023,-1,143.8
5,0,143.052,143.052,-1,144.577
2,1,143.8,143.8,145.023,-1
5,0,142.264,142.264,-1,145.07
5,0,143.436,143.436,-1,145.14
5,0,142.493,142.493,-1,145.729
1,1,145.07,145.07,145.97,-1
5,0,145.14,145.14,-1,147.389
5,0,144.577,144.577,-1,147.692
5,0,145.023,145.023,-1,147.989
5,0,147.389,147.389,-1,148.509
5,0,145.729,145.729,-1,148.749
4,1,145.97,145.97,149.279,-1
2,1,147.692,147.692,149.991,-1
5,0,147.989,147.989,-1,150.194
5,0,148.749,148.749,-1,150.584
5,0,148.509,148.509,-1,150.636
0,1,150.194,150.194,150.902,-1
5,0,149.279,149.279,-1,150.906
1,1,149.991,149.991,150.986,-1
4,1,150.584,150.584,152.293,-1
5,0,150.636,150.636,-1,152.539
5,0,150.902,150.902,-1,152.578
5,0,150.906,150.906,-1,152.854
0,1,152.578,152.578,152.908,-1
0,1,152.908,152.908,153.209,-1
5,0,150.986,150.986,-1,153.414
0,1,153.209,153.209,154.035,-1
4,1,152.293,152.293,155.36,-1
5,0,152.854,152.854,-1,155.617
5,0,154.035,154.035,-1,155.883
5,0,152.539,152.539,-1,156.138
4,1,153.414,153.414,156.617,-1
5,0,155.36,155.36,-1,157.132
5,0,155.617,155.617,-1,157.961
5,0,155.883,155.883,-1,158.82
5,0,156.617,156.617,-1,158.861
5,0,156.138,156.138,-1,159.18
5,0,157.132,157.132,-1,159.324
0,1,159.324,159.324,159.384,-1
5,0,157.961,157.961,-1,159.396
5,0,159.384,159.384,-1,161.369
4,1,159.18,159.18,161.473,-1
5,0,158.82,158.82,-1,161.633
4,1,159.396,159.396,161.837,-1
5,0,158.861,158.861,-1,161.965
3,1,161.369,161.369,163.153,-1
3,1,161.837,161.837,163.726,-1
5,0,161.473,161.473,-1,164.016
5,0,161.633,161.633,-1,164.671
2,1,163.153,163.153,164.937,-1
5,0,161.965,161.965,-1,165.047
2,1,164.937,164.937,165.896,-1
5,0,163.726,163.726,-1,165.91
4,1,164.016,164.016,166.822,-1
1,1,166.822,166.822,167.444,-1
5,0,164.671,164.671,-1,167.669
5,0,165.047,165.047,-1,168.218
3,1,165.896,165.896,168.432,-1
0,1,168.432,168.432,168.584,-1
5,0,165.91,165.91,-1,168.639
2,1,167.669,167.669,169.155,-1
3,1,167.444,167.444,169.652,-1
5,0,168.584,168.584,-1,170.118
4,1,169.155,169.155,170.645,-1
4,1,168.218,168.218,170.668,-1
1,1,170.118,170.118,170.79,-1
1,1,170.668,170.668,171.693,-1
4,1,169.652,169.652,171.866,-1
5,0,168.639,168.639,-1,172.078
0,1,172.078,172.078,172.138,-1
2,1,171.866,171.866,173.623,-1
0,1,173.623,173.623,173.918,-1
4,1,170.645,170.645,173.992,-1
5,0,171.693,171.693,-1,174.207
5,0,170.79,170.79,-1,174.279
4,1,172.138,172.138,175.104,-1
3,1,174.279,174.279,175.309,-1
5,0,173.918,173.918,-1,175.808
2,1,175.808,175.808,176.611,-1
5,0,173.992,173.992,-1,177.047
5,0,174.207,174.207,-1,177.328
5,0,177.047,177.047,-1,177.523
5,0,175.104,175.104,-1,177.879
5,0,175.309,175.309,-1,178.163
5,0,176.611,176.611,-1,179.123
2,1,178.163,178.163,179.158,-1
5,0,177.328,177.328,-1,179.451
5,0,177.523,177.523,-1,179.513
0,1,179.513,179.513,180.089,-1
5,0,177.879,177.879,-1,180.252
2,1,179.451,179.451,180.566,-1
5,0,179.158,179.158,-1,181.321
5,0,179.123,179.123,-1,182.626
3,1,180.089,180.089,182.767,-1
5,0,181.321,181.321,-1,183.212
5,0,180.566,180.566,-1,183.502
2,1,182.626,182.626,183.641,-1
5,0,180.252,180.252,-1,183.736
5,0,182.767,182.767,-1,184.566
1,1,183.502,183.502,185.072,-1
4,1,183.212,183.212,185.543,-1
5,0,183.736,183.736,-1,185.842
5,0,183.641,183.641,-1,186.05
1,1,185.543,185.543,186.123,-1
5,0,185.072,185.072,-1,188.054
5,0,184.566,184.566,-1,188.062
0,1,188.062,188.062,188.137,-1
4,1,186.123,186.123,188.25,-1
0,1,188.054,188.054,188.516,-1
5,0,185.842,185.842,-1,188.874
2,1,188.25,188.25,189.029,-1
0,1,188.137,188.137,189.12,-1
5,0,186.05,186.05,-1,189.171
5,0,188.874,188.874,-1,191.066
3,1,189.029,189.029,191.137,-1
3,1,189.171,189.171,191.596,-1
5,0,188.516,188.516,-1,191.998
5,0,189.12,189.12,-1,192.46
3,1,191.137,191.137,193.258,-1
3,1,191.596,191.596,193.885,-1
4,1,191.998,191.998,194.218,-1
5,0,191.066,191.066,-1,194.418
5,0,192.46,192.46,-1,195.27
2,1,193.885,193.885,195.537,-1
5,0,193.258,193.258,-1,195.648
1,1,195.537,195.537,196.151,-1
5,0,194.418,194.418,-1,196.741
4,1,195.27,195.27,196.842,-1
5,0,194.218,194.218,-1,197.12
3,1,196.151,196.151,197.831,-1
5,0,195.648,195.648,-1,198.358
5,0,196.741,196.741,-1,199.257
4,1,196.842,196.842,199.622,-1
5,0,197.12,197.12,-1,199.879
5,0,197.831,197.831,-1,200.395
2,1,199.622,199.622,200.64,-1
2,1,199.257,199.257,201.179,-1
5,0,198.358,198.358,-1,201.214
0,1,200.64,200.64,201.623,-1
5,0,200.395,200.395,-1,201.967
5,0,199.879,199.879,-1,202.138
2,1,201.623,201.623,202.86,-1
2,1,202.86,202.86,203.898,-1
5,0,201.214,201.214,-1,203.929
5,0,201.179,201.179,-1,203.937
0,1,203.937,203.937,204.271,-1
5,0,201.967,201.967,-1,204.4
5,0,202.138,202.138,-1,204.66
3,1,203.898,203.898,205.979,-1
5,0,203.929,203.929,-1,206.525
5,0,204.271,204.271,-1,206.589
5,0,204.66,204.66,-1,207.018
5,0,204.4,204.4,-1,207.383
5,0,206.589,206.589,-1,208.013
3,1,207.383,207.383,208.759,-1
5,0,205.979,205.979,-1,208.958
5,0,206.525,206.525,-1,209.188
5,0,207.018,207.018,-1,209.301
1,1,208.759,208.759,209.762,-1
2,1,208.013,208.013,210.09,-1
0,1,209.762,209.762,210.413,-1
2,1,209.301,209.301,211.115,-1
5,0,208.958,208.958,-1,211.391
4,1,209.188,209.188,211.888,-1
1,1,211.115,211.115,212.007,-1
0,1,212.007,212.007,212.417,-1
5,0,210.09,210.09,-1,212.704
5,0,211.391,211.391,-1,213.428
5,0,210.413,210.413,-1,213.778
5,0,211.888,211.888,-1,214.044
0,1,213.778,213.778,214.198,-1
5,0,212.704,212.704,-1,214.389
2,1,213.428,213.428,214.443,-1
1,1,214.044,214.044,214.663,-1
0,1,214.198,214.198,214.896,-1
5,0,212.417,212.417,-1,215.584
2,1,214.896,214.896,216.549,-1
5,0,214.443,214.443,-1,217.13
5,0,214.663,214.663,-1,217.376
1,1,217.13,217.13,217.456,-1
3,1,215.584,215.584,217.503,-1
0,1,217.456,217.456,217.6,-1
5,0,214.389,214.389,-1,217.873
5,0,216.549,216.549,-1,219.065
2,1,217.503,217.503,219.171,-1
5,0,217.376,217.376,-1,219.838
5,0,217.873,217.873,-1,219.9
0,1,219.171,219.171,220.071,-1
2,1,219.065,219.065,220.632,-1
5,0,217.6,217.6,-1,220.916
5,0,220.071,220.071,-1,221.556
1,1,221.556,221.556,221.583,-1
2,1,219.838,219.838,221.999,-1
5,0,219.9,219.9,-1,222.804
5,0,220.916,220.916,-1,223.133
5,0,220.632,220.632,-1,223.695
5,0,221.583,221.583,-1,223.825
3,1,221.999,221.999,223.895,-1
3,1,222.804,222.804,224.999,-1
5,0,223.895,223.895,-1,225.469
5,0,223.133,223.133,-1,225.549
5,0,223.695,223.695,-1,226.381
3,1,225.469,225.469,226.776,-1
0,1,226.381,226.381,227.055,-1
4,1,223.825,223.825,227.099,-1
0,1,227.099,227.099,227.32,-1
5,0,224.999,224.999,-1,227.989
5,0,225.549,225.549,-1,228.646
5,0,226.776,226.776,-1,228.982
5,0,227.32,227.32,-1,229.15
1,1,228.646,228.646,229.628,-1
2,1,227.989,227.989,229.805,-1
0,1,229.15,229.15,230.128,-1
5,0,227.055,227.055,-1,230.66
5,0,228.982,228.982,-1,230.927
2,1,229.628,229.628,231.354,-1
5,0,229.805,229.805,-1,232.114
5,0,230.128,230.128,-1,232.457
5,0,231.354,231.354,-1,233.154
4,1,230.66,230.66,233.365,-1
5,0,230.927,230.927,-1,233.406
5,0,232.457,232.457,-1,234.209
5,0,232.114,232.114,-1,234.924
4,1,233.154,233.154,235.502,-1
5,0,233.406,233.406,-1,235.711
5,0,233.365,233.365,-1,236.077
1,1,236.077,236.077,237.015,-1
5,0,235.502,235.502,-1,237.235
5,0,234.209,234.209,-1,237.268
5,0,234.924,234.924,-1,237.901
5,0,235.711,235.711,-1,238.363
5,0,237.015,237.015,-1,238.705
5,0,237.268,237.268,-1,239.608
2,1,237.901,237.901,239.777,-1
3,1,238.363,238.363,240.292,-1
5,0,238.705,238.705,-1,240.468
5,0,237.235,237.235,-1,240.577
2,1,239.608,239.608,240.641,-1
1,1,240.577,240.577,241.231,-1
0,1,241.231,241.231,241.241,-1
5,0,240.641,240.641,-1,242.47
5,0,240.468,240.468,-1,243.275
5,0,240.292,240.292,-1,243.364
4,1,239.777,239.777,243.542,-1
4,1,241.241,241.241,243.89,-1
5,0,242.47,242.47,-1,245.405
5,0,243.275,243.275,-1,245.591
5,0,243.89,243.89,-1,245.655
5,0,243.364,243.364,-1,245.706
5,0,243.542,243.542,-1,246.367
1,1,245.405,245.405,246.607,-1
5,0,245.655,245.655,-1,248.065
5,0,245.591,245.591,-1,248.399
0,1,248.065,248.065,248.706,-1
5,0,245.706,245.706,-1,249.218
4,1,246.607,246.607,249.254,-1
5,0,246.367,246.367,-1,249.601
2,1,249.254,249.254,250.491,-1
5,0,248.706,248.706,-1,251.067
3,1,249.601,249.601,251.075,-1
5,0,249.218,249.218,-1,251.439
5,0,248.399,248.399,-1,251.53
5,0,250.491,250.491,-1,252.811
5,0,251.067,251.067,-1,253.295
5,0,251.439,251.439,-1,253.705
5,0,251.53,251.53,-1,253.736
0,1,253.295,253.295,253.827,-1
5,0,251.075,251.075,-1,254.381
5,0,252.811,252.811,-1,255.228
5,0,253.827,253.827,-1,255.958
5,0,253.705,253.705,-1,256.422
3,1,253.736,253.736,256.448,-1
5,0,254.381,254.381,-1,257.157
2,1,256.448,256.448,257.722,-1
5,0,256.422,256.422,-1,257.778
5,0,255.228,255.228,-1,258.336
0,1,257.778,257.778,258.633,-1
5,0,255.958,255.958,-1,258.749
3,1,257.157,257.157,259.493,-1
5,0,257.722,257.722,-1,260.132
5,0,258.633,258.633,-1,261.012
5,0,258.749,258.749,-1,261.086
5,0,258.336,258.336,-1,261.887
5,0,259.493,259.493,-1,262.127
5,0,260.132,260.132,-1,262.492
3,1,261.012,261.012,262.876,-1
3,1,261.086,261.086,263.253,-1
0,1,262.876,262.876,263.599,-1
5,0,261.887,261.887,-1,265.082
5,0,262.492,262.492,-1,265.566
5,0,263.599,263.599,-1,266.34
5,0,263.253,263.253,-1,266.408
5,0,262.127,262.127,-1,266.481
1,1,266.408,266.408,267.249,-1
5,0,265.082,265.082,-1,268.077
0,1,268.077,268.077,268.356,-1
5,0,265.566,265.566,-1,269.008
5,0,266.34,266.34,-1,269.129
5,0,266.481,266.481,-1,269.193
5,0,267.249,267.249,-1,269.812
5,0,268.356,268.356,-1,270.92
2,1,269.129,269.129,271.002,-1
5,0,269.193,269.193,-1,271.098
5,0,269.008,269.008,-1,271.176
4,1,269.812,269.812,272.144,-1
1,1,271.098,271.098,272.589,-1
1,1,272.144,272.144,272.664,-1
5,0,270.92,270.92,-1,272.92
4,1,271.176,271.176,273.38,-1
5,0,272.589,272.589,-1,273.575
2,1,272.664,272.664,273.69,-1
1,1,273.575,273.575,274.117,-1
0,1,274.117,274.117,274.275,-1
5,0,271.002,271.002,-1,274.462
3,1,272.92,272.92,275.718,-1
5,0,274.275,274.275,-1,275.974
5,0,274.462,274.462,-1,276.173
5,0,273.69,273.69,-1,276.454
0,1,275.718,275.718,276.52,-1
5,0,273.38,273.38,-1,276.7
2,1,276.7,276.7,277.544,-1
1,1,277.544,277.544,277.639,-1
5,0,276.52,276.52,-1,277.996
1,1,277.639,277.639,278.092,-1
3,1,276.173,276.173,278.168,-1
5,0,275.974,275.974,-1,278.708
2,1,277.996,277.996,279.26,-1
5,0,276.454,276.454,-1,279.7
0,1,279.7,279.7,280.023,-1
5,0,278.092,278.092,-1,280.603
3,1,278.168,278.168,280.627,-1
5,0,279.26,279.26,-1,280.839
5,0,278.708,278.708,-1,281.182
5,0,280.023,280.023,-1,281.237
5,0,281.237,281.237,-1,282.871
3,1,281.182,281.182,283.137,-1
4,1,280.627,280.627,283.527,-1
5,0,280.603,280.603,-1,283.665
5,0,282.871,282.871,-1,284.567
3,1,283.665,283.665,284.908,-1
5,0,280.839,280.839,-1,285.241
5,0,283.137,283.137,-1,285.277
5,0,283.527,283.527,-1,286.093
4,1,284.908,284.908,286.667,-1
5,0,284.567,284.567,-1,287.279
5,0,286.093,286.093,-1,287.4
5,0,285.277,285.277,-1,287.948
1,1,287.279,287.279,288.312,-1
0,1,287.948,287.948,288.473,-1
2,1,287.4,287.4,288.512,-1
0,1,288.473,288.473,288.54,-1
