counter,discarded,gen_time,arrival_time,discard_time,prod_time
4,1,1203.12,1203.12,1205.22,-1
4,1,1203.2,1203.2,1206.66,-1
5,0,1205.22,1205.22,-1,1207.25
5,0,1204.23,1204.23,-1,1207.4
5,0,1204.98,1204.98,-1,1207.48
5,0,1204.52,1204.52,-1,1208.41
1,1,1207.4,1207.4,1208.62,-1
5,0,1206.66,1206.66,-1,1208.97
5,0,1207.48,1207.48,-1,1209.09
5,0,1207.25,1207.25,-1,1209.17
5,0,1208.41,1208.41,-1,1210.65
3,1,1208.62,1208.62,1211.3,-1
5,0,1209.17,1209.17,-1,1211.37
5,0,1208.97,1208.97,-1,1211.87
1,1,1210.65,1210.65,1212.37,-1
5,0,1209.09,1209.09,-1,1212.4
5,0,1211.37,1211.37,-1,1213.21
5,0,1211.3,1211.3,-1,1213.61
5,0,1212.4,1212.4,-1,1213.72
5,0,1212.37,1212.37,-1,1214.04
5,0,1211.87,1211.87,-1,1215.33
3,1,1213.21,1213.21,1215.38,-1
0,1,1215.38,1215.38,1215.8,-1
5,0,1214.04,1214.04,-1,1216.04
5,0,1213.72,1213.72,-1,1216.41
4,1,1213.61,1213.61,1216.64,-1
1,1,1216.04,1216.04,1216.69,-1
5,0,1215.33,1215.33,-1,1217.21
5,0,1216.64,1216.64,-1,1218.74
5,0,1215.8,1215.8,-1,1218.87
5,0,1216.69,1216.69,-1,1218.92
5,0,1216.41,1216.41,-1,1218.94
5,0,1217.21,1217.21,-1,1219.36
2,1,1218.94,1218.94,1220.56,-1
5,0,1218.87,1218.87,-1,1221.04
5,0,1218.74,1218.74,-1,1221.22
5,0,1219.36,1219.36,-1,1221.85
2,1,1221.22,1221.22,1221.95,-1
5,0,1218.92,1218.92,-1,1222.17
0,1,1221.95,1221.95,1222.91,-1
5,0,1220.56,1220.56,-1,1223.29
3,1,1222.17,1222.17,1223.44,-1
5,0,1221.04,1221.04,-1,1223.72
5,0,1221.85,1221.85,-1,1224.37
4,1,1222.91,1222.91,1225.81,-1
5,0,1224.37,1224.37,-1,1226.14
5,0,1223.44,1223.44,-1,1226.19
5,0,1223.72,1223.72,-1,1226.19
5,0,1223.29,1223.29,-1,1226.31
0,1,1226.31,1226.31,1226.43,-1
1,1,1226.19,1226.19,1226.74,-1
1,1,1226.14,1226.14,1227.2,-1
5,0,1226.19,1226.19,-1,1228.06
5,0,1226.74,1226.74,-1,1228.13
5,0,1225.81,1225.81,-1,1228.44
0,1,1228.13,1228.13,1229.11,-1
5,0,1226.43,1226.43,-1,1229.64
5,0,1227.2,1227.2,-1,1229.67
5,0,1228.06,1228.06,-1,1230.49
3,1,1229.67,1229.67,1230.9,-1
5,0,1228.44,1228.44,-1,1230.95
5,0,1229.64,1229.64,-1,1231.12
3,1,1230.95,1230.95,1232.15,-1
3,1,1230.9,1230.9,1232.25,-1
0,1,1232.15,1232.15,1232.28,-1
5,0,1229.11,1229.11,-1,1232.32
5,0,1231.12,1231.12,-1,1232.54
2,1,1232.28,1232.28,1233.23,-1
0,1,1232.32,1232.32,1233.27,-1
5,0,1230.49,1230.49,-1,1233.42
0,1,1233.27,1233.27,1233.69,-1
5,0,1232.25,1232.25,-1,1235.02
5,0,1232.54,1232.54,-1,1235.99
5,0,1233.42,1233.42,-1,1236.17
5,0,1233.69,1233.69,-1,1236.92
5,0,1233.23,1233.23,-1,1236.93
0,1,1236.92,1236.92,1237.03,-1
5,0,1235.02,1235.02,-1,1237.14
5,0,1237.14,1237.14,-1,1238.61
5,0,1235.99,1235.99,-1,1238.75
5,0,1236.93,1236.93,-1,1239.06
5,0,1237.03,1237.03,-1,1239.19
4,1,1236.17,1236.17,1239.69,-1
5,0,1238.75,1238.75,-1,1239.95
5,0,1239.19,1239.19,-1,1240.48
5,0,1238.61,1238.61,-1,1241.28
5,0,1239.69,1239.69,-1,1241.43
4,1,1239.95,1239.95,1241.85,-1
4,1,1240.48,1240.48,1241.93,-1
0,1,1241.43,1241.43,1242.38,-1
5,0,1239.06,1239.06,-1,1242.69
5,0,1241.85,1241.85,-1,1243.42
5,0,1241.93,1241.93,-1,1243.89
0,1,1243.42,1243.42,1243.93,-1
5,0,1241.28,1241.28,-1,1244.25
5,0,1242.69,1242.69,-1,1244.96
5,0,1242.38,1242.38,-1,1245.04
5,0,1243.93,1243.93,-1,1245.77
5,0,1244.25,1244.25,-1,1245.81
5,0,1243.89,1243.89,-1,1246.52
5,0,1245.04,1245.04,-1,1247
5,0,1245.81,1245.81,-1,1247.21
5,0,1244.96,1244.96,-1,1247.84
0,1,1247.84,1247.84,1248.3,-1
5,0,1245.77,1245.77,-1,1248.83
0,1,1248.3,1248.3,1249.2,-1
5,0,1247,1247,-1,1249.4
5,0,1247.21,1247.21,-1,1250
4,1,1246.52,1246.52,1250.13,-1
1,1,1249.2,1249.2,1250.45,-1
5,0,1248.83,1248.83,-1,1251.17
0,1,1251.17,1251.17,1251.52,-1
5,0,1249.4,1249.4,-1,1251.56
5,0,1250,1250,-1,1252.07
5,0,1250.13,1250.13,-1,1252.69
3,1,1250.45,1250.45,1252.94,-1
2,1,1252.07,1252.07,1253.51,-1
1,1,1252.94,1252.94,1254.22,-1
2,1,1253.51,1253.51,1254.7,-1
5,0,1251.52,1251.52,-1,1254.72
5,0,1252.69,1252.69,-1,1255.36
5,0,1251.56,1251.56,-1,1255.37
0,1,1255.36,1255.36,1256.15,-1
5,0,1254.22,1254.22,-1,1256.28
5,0,1255.37,1255.37,-1,1256.52
1,1,1256.28,1256.28,1256.54,-1
2,1,1256.52,1256.52,1257.02,-1
5,0,1254.7,1254.7,-1,1257.11
5,0,1254.72,1254.72,-1,1257.6
0,1,1257.11,1257.11,1257.83,-1
5,0,1257.02,1257.02,-1,1258.09
2,1,1256.15,1256.15,1258.19,-1
5,0,1257.83,1257.83,-1,1259.8
5,0,1258.09,1258.09,-1,1259.96
4,1,1256.54,1256.54,1260.22,-1
5,0,1257.6,1257.6,-1,1260.24
5,0,1258.19,1258.19,-1,1260.29
1,1,1259.96,1259.96,1260.6,-1
5,0,1259.8,1259.8,-1,1262.29
3,1,1260.22,1260.22,1262.49,-1
5,0,1260.29,1260.29,-1,1262.51
5,0,1260.6,1260.6,-1,1263.34
0,1,1263.34,1263.34,1263.95,-1
4,1,1260.24,1260.24,1264.12,-1
3,1,1262.49,1262.49,1264.58,-1
5,0,1262.29,1262.29,-1,1265.38
5,0,1262.51,1262.51,-1,1265.93
5,0,1264.12,1264.12,-1,1266.22
5,0,1263.95,1263.95,-1,1266.38
1,1,1265.38,1265.38,1266.42,-1
5,0,1264.58,1264.58,-1,1266.48
1,1,1265.93,1265.93,1267.34,-1
1,1,1266.42,1266.42,1267.82,-1
3,1,1266.38,1266.38,1268.4,-1
3,1,1266.48,1266.48,1268.52,-1
5,0,1266.22,1266.22,-1,1268.81
2,1,1268.4,1268.4,1270.02,-1
2,1,1268.81,1268.81,1270.58,-1
5,0,1267.82,1267.82,-1,1270.75
5,0,1267.34,1267.34,-1,1271.08
5,0,1268.52,1268.52,-1,1271.61
5,0,1270.75,1270.75,-1,1272.64
0,1,1272.64,1272.64,1272.65,-1
5,0,1270.02,1270.02,-1,1272.79
5,0,1271.61,1271.61,-1,1273.87
5,0,1270.58,1270.58,-1,1274.46
0,1,1274.46,1274.46,1274.75,-1
1,1,1273.87,1273.87,1274.85,-1
5,0,1272.65,1272.65,-1,1275.3
5,0,1271.08,1271.08,-1,1275.45
5,0,1272.79,1272.79,-1,1275.54
5,0,1274.75,1274.75,-1,1277.02
1,1,1275.54,1275.54,1277.07,-1
5,0,1275.3,1275.3,-1,1277.32
5,0,1275.45,1275.45,-1,1277.48
1,1,1277.48,1277.48,1277.78,-1
5,0,1274.85,1274.85,-1,1277.85
0,1,1277.32,1277.32,1278.18,-1
4,1,1277.78,1277.78,1279.85,-1
5,0,1277.02,1277.02,-1,1280.08
5,0,1277.07,1277.07,-1,1280.12
2,1,1278.18,1278.18,1280.21,-1
5,0,1277.85,1277.85,-1,1280.39
2,1,1280.21,1280.21,1281.71,-1
4,1,1279.85,1279.85,1282.04,-1
5,0,1280.12,1280.12,-1,1282.15
5,0,1280.39,1280.39,-1,1283.23
5,0,1280.08,1280.08,-1,1283.37
0,1,1283.37,1283.37,1283.45,-1
0,1,1283.23,1283.23,1283.49,-1
5,0,1282.04,1282.04,-1,1283.71
5,0,1282.15,1282.15,-1,1284.23
2,1,1283.71,1283.71,1285.09,-1
5,0,1283.49,1283.49,-1,1285.71
5,0,1281.71,1281.71,-1,1286.15
5,0,1283.45,1283.45,-1,1286.22
5,0,1284.23,1284.23,-1,1286.67
5,0,1285.09,1285.09,-1,1287.45
0,1,1287.45,1287.45,1287.58,-1
1,1,1286.67,1286.67,1287.62,-1
5,0,1286.22,1286.22,-1,1288.18
5,0,1285.71,1285.71,-1,1288.42
2,1,1287.62,1287.62,1288.44,-1
5,0,1286.15,1286.15,-1,1288.66
0,1,1288.44,1288.44,1289.11,-1
3,1,1287.58,1287.58,1290.37,-1
5,0,1288.66,1288.66,-1,1291.13
5,0,1288.42,1288.42,-1,1291.16
5,0,1288.18,1288.18,-1,1291.18
1,1,1291.18,1291.18,1291.45,-1
5,0,1289.11,1289.11,-1,1291.51
0,1,1291.13,1291.13,1291.72,-1
1,1,1291.51,1291.51,1292.72,-1
5,0,1290.37,1290.37,-1,1293.03
5,0,1291.45,1291.45,-1,1293.71
5,0,1291.16,1291.16,-1,1293.8
5,0,1291.72,1291.72,-1,1294.09
5,0,1293.03,1293.03,-1,1294.77
5,0,1292.72,1292.72,-1,1295.35
3,1,1293.71,1293.71,1296,-1
5,0,1294.09,1294.09,-1,1296.95
5,0,1293.8,1293.8,-1,1297.08
5,0,1294.77,1294.77,-1,1297.15
3,1,1296,1296,1297.67,-1
2,1,1297.15,1297.15,1299.07,-1
5,0,1295.35,1295.35,-1,1299.18
4,1,1297.08,1297.08,1299.31,-1
5,0,1296.95,1296.95,-1,1299.89
2,1,1299.07,1299.07,1300.78,-1
5,0,1297.67,1297.67,-1,1300.79
2,1,1299.18,1299.18,1301.19,-1
5,0,1299.31,1299.31,-1,1301.29
2,1,1299.89,1299.89,1301.57,-1
2,1,1300.79,1300.79,1302.59,-1
5,0,1300.78,1300.78,-1,1302.94
3,1,1301.19,1301.19,1303.88,-1
5,0,1301.29,1301.29,-1,1303.9
5,0,1301.57,1301.57,-1,1303.92
2,1,1302.94,1302.94,1304.03,-1
0,1,1304.03,1304.03,1304.6,-1
1,1,1303.9,1303.9,1304.91,-1
5,0,1303.92,1303.92,-1,1305.33
5,0,1302.59,1302.59,-1,1305.73
5,0,1303.88,1303.88,-1,1305.77
1,1,1305.33,1305.33,1306.14,-1
5,0,1304.6,1304.6,-1,1307.24
4,1,1306.14,1306.14,1307.81,-1
5,0,1305.77,1305.77,-1,1308.19
5,0,1305.73,1305.73,-1,1308.19
5,0,1304.91,1304.91,-1,1308.43
0,1,1307.81,1307.81,1308.75,-1
2,1,1308.19,1308.19,1309.78,-1
5,0,1307.24,1307.24,-1,1310.22
5,0,1308.19,1308.19,-1,1310.97
5,0,1308.75,1308.75,-1,1311.12
4,1,1308.43,1308.43,1311.48,-1
3,1,1310.22,1310.22,1311.65,-1
2,1,1311.48,1311.48,1312.01,-1
5,0,1309.78,1309.78,-1,1312.54
2,1,1311.65,1311.65,1312.88,-1
5,0,1311.12,1311.12,-1,1313.71
2,1,1312.01,1312.01,1313.8,-1
5,0,1310.97,1310.97,-1,1314.41
1,1,1313.71,1313.71,1314.48,-1
5,0,1312.88,1312.88,-1,1314.61
1,1,1314.41,1314.41,1314.82,-1
5,0,1312.54,1312.54,-1,1315.47
5,0,1313.8,1313.8,-1,1316.44
5,0,1314.48,1314.48,-1,1316.46
3,1,1314.61,1314.61,1316.93,-1
1,1,1316.44,1316.44,1317.35,-1
5,0,1315.47,1315.47,-1,1317.35
4,1,1314.82,1314.82,1317.99,-1
5,0,1316.46,1316.46,-1,1318.51
5,0,1317.35,1317.35,-1,1318.69
0,1,1318.69,1318.69,1319.31,-1
5,0,1317.35,1317.35,-1,1319.33
2,1,1319.33,1319.33,1319.64,-1
5,0,1317.99,1317.99,-1,1319.8
0,1,1319.64,1319.64,1319.84,-1
5,0,1316.93,1316.93,-1,1320.06
5,0,1318.51,1318.51,-1,1320.83
2,1,1319.84,1319.84,1321.43,-1
5,0,1319.8,1319.8,-1,1321.66
2,1,1321.66,1321.66,1322.21,-1
5,0,1319.31,1319.31,-1,1322.66
5,0,1320.06,1320.06,-1,1322.7
3,1,1321.43,1321.43,1323.23,-1
0,1,1323.23,1323.23,1323.37,-1
1,1,1323.37,1323.37,1323.66,-1
5,0,1320.83,1320.83,-1,1323.89
5,0,1322.21,1322.21,-1,1323.93
5,0,1323.66,1323.66,-1,1325.15
5,0,1323.93,1323.93,-1,1325.22
5,0,1322.7,1322.7,-1,1325.54
3,1,1322.66,1322.66,1325.61,-1
5,0,1325.15,1325.15,-1,1326.78
5,0,1323.89,1323.89,-1,1327.01
5,0,1325.54,1325.54,-1,1327.24
5,0,1325.22,1325.22,-1,1327.6
3,1,1327.01,1327.01,1328.77,-1
5,0,1325.61,1325.61,-1,1328.8
5,0,1326.78,1326.78,-1,1329.28
5,0,1327.6,1327.6,-1,1329.92
5,0,1327.24,1327.24,-1,1330.88
5,0,1328.77,1328.77,-1,1331.4
5,0,1328.8,1328.8,-1,1332.11
5,0,1329.92,1329.92,-1,1332.22
5,0,1329.28,1329.28,-1,1332.74
0,1,1332.11,1332.11,1332.87,-1
3,1,1330.88,1330.88,1333.14,-1
0,1,1332.87,1332.87,1333.43,-1
2,1,1331.4,1331.4,1333.58,-1
5,0,1333.14,1333.14,-1,1334.52
5,0,1332.22,1332.22,-1,1334.55
5,0,1333.43,1333.43,-1,1335.3
5,0,1333.58,1333.58,-1,1335.76
3,1,1334.52,1334.52,1336.21,-1
5,0,1332.74,1332.74,-1,1336.3
1,1,1335.3,1335.3,1336.49,-1
0,1,1336.21,1336.21,1336.65,-1
5,0,1334.55,1334.55,-1,1337.79
5,0,1336.3,1336.3,-1,1338.26
5,0,1337.79,1337.79,-1,1338.52
5,0,1336.65,1336.65,-1,1338.67
5,0,1336.49,1336.49,-1,1338.97
5,0,1335.76,1335.76,-1,1339.26
0,1,1339.26,1339.26,1339.67,-1
5,0,1338.26,1338.26,-1,1339.7
0,1,1339.67,1339.67,1340.58,-1
5,0,1338.52,1338.52,-1,1341.34
3,1,1338.67,1338.67,1341.54,-1
5,0,1340.58,1340.58,-1,1342.23
5,0,1339.7,1339.7,-1,1342.75
5,0,1338.97,1338.97,-1,1343.22
5,0,1341.34,1341.34,-1,1344.6
5,0,1341.54,1341.54,-1,1344.67
5,0,1342.23,1342.23,-1,1345.07
5,0,1342.75,1342.75,-1,1345.67
3,1,1344.6,1344.6,1345.94,-1
4,1,1343.22,1343.22,1346.22,-1
1,1,1346.22,1346.22,1347.24,-1
5,0,1344.67,1344.67,-1,1347.68
5,0,1345.94,1345.94,-1,1347.7
5,0,1345.67,1345.67,-1,1347.72
3,1,1345.07,1345.07,1348.04,-1
0,1,1347.72,1347.72,1348.08,-1
5,0,1347.7,1347.7,-1,1349.04
1,1,1348.08,1348.08,1349.16,-1
4,1,1347.24,1347.24,1350.22,-1
5,0,1348.04,1348.04,-1,1350.89
5,0,1347.68,1347.68,-1,1351.17
5,0,1349.04,1349.04,-1,1351.57
5,0,1349.16,1349.16,-1,1351.78
5,0,1350.22,1350.22,-1,1351.92
1,1,1351.78,1351.78,1352.98,-1
3,1,1351.17,1351.17,1353.28,-1
5,0,1350.89,1350.89,-1,1353.34
5,0,1351.57,1351.57,-1,1353.56
1,1,1351.92,1351.92,1353.58,-1
2,1,1353.28,1353.28,1354.82,-1
3,1,1353.58,1353.58,1354.88,-1
5,0,1353.56,1353.56,-1,1355.2
0,1,1355.2,1355.2,1355.39,-1
3,1,1352.98,1352.98,1355.96,-1
5,0,1353.34,1353.34,-1,1356.06
5,0,1354.88,1354.88,-1,1356.51
5,0,1354.82,1354.82,-1,1356.56
1,1,1355.39,1355.39,1356.68,-1
5,0,1356.06,1356.06,-1,1357.11
1,1,1356.56,1356.56,1357.32,-1
0,1,1357.32,1357.32,1357.37,-1
3,1,1355.96,1355.96,1358.2,-1
5,0,1356.51,1356.51,-1,1358.64
5,0,1357.37,1357.37,-1,1359.81
5,0,1356.68,1356.68,-1,1360.03
5,0,1358.2,1358.2,-1,1360.17
5,0,1357.11,1357.11,-1,1360.21
0,1,1360.03,1360.03,1360.3,-1
5,0,1358.64,1358.64,-1,1360.9
5,0,1359.81,1359.81,-1,1362.01
5,0,1360.21,1360.21,-1,1362.04
2,1,1360.17,1360.17,1362.12,-1
5,0,1360.3,1360.3,-1,1362.2
0,1,1362.04,1362.04,1362.39,-1
5,0,1360.9,1360.9,-1,1362.59
0,1,1362.12,1362.12,1362.66,-1
0,1,1362.39,1362.39,1363.01,-1
2,1,1362.01,1362.01,1363.98,-1
5,0,1362.2,1362.2,-1,1364.27
5,0,1362.66,1362.66,-1,1364.75
5,0,1363.01,1363.01,-1,1365.53
5,0,1362.59,1362.59,-1,1365.75
0,1,1365.75,1365.75,1365.77,-1
2,1,1364.27,1364.27,1365.85,-1
0,1,1365.77,1365.77,1366.37,-1
5,0,1364.75,1364.75,-1,1367.04
3,1,1365.85,1365.85,1367.56,-1
5,0,1365.53,1365.53,-1,1368.34
5,0,1363.98,1363.98,-1,1368.37
5,0,1367.04,1367.04,-1,1368.91
0,1,1368.37,1368.37,1369.02,-1
0,1,1368.91,1368.91,1369.13,-1
3,1,1366.37,1366.37,1369.17,-1
2,1,1368.34,1368.34,1369.59,-1
5,0,1367.56,1367.56,-1,1370.13
5,0,1369.13,1369.13,-1,1371.35
3,1,1369.59,1369.59,1371.39,-1
5,0,1369.02,1369.02,-1,1371.44
5,0,1370.13,1370.13,-1,1371.84
5,0,1369.17,1369.17,-1,1372.26
2,1,1372.26,1372.26,1374.13,-1
5,0,1371.39,1371.39,-1,1374.48
5,0,1371.84,1371.84,-1,1374.59
5,0,1371.35,1371.35,-1,1374.61
5,0,1371.44,1371.44,-1,1374.82
2,1,1374.48,1374.48,1375.91,-1
5,0,1374.61,1374.61,-1,1376.64
2,1,1374.82,1374.82,1376.92,-1
5,0,1374.13,1374.13,-1,1376.93
5,0,1375.91,1375.91,-1,1377.3
5,0,1374.59,1374.59,-1,1377.58
0,1,1376.93,1376.93,1377.63,-1
0,1,1377.58,1377.58,1377.8,-1
2,1,1376.64,1376.64,1378.26,-1
1,1,1377.3,1377.3,1378.27,-1
5,0,1376.92,1376.92,-1,1378.9
5,0,1377.63,1377.63,-1,1380.41
5,0,1378.26,1378.26,-1,1380.61
5,0,1377.8,1377.8,-1,1381.25
5,0,1378.9,1378.9,-1,1381.32
5,0,1378.27,1378.27,-1,1381.65
5,0,1380.41,1380.41,-1,1381.89
3,1,1380.61,1380.61,1382.22,-1
0,1,1382.22,1382.22,1382.32,-1
5,0,1381.25,1381.25,-1,1382.57
1,1,1381.32,1381.32,1382.66,-1
5,0,1381.65,1381.65,-1,1382.89
4,1,1381.89,1381.89,1384.33,-1
5,0,1382.57,1382.57,-1,1384.8
5,0,1382.32,1382.32,-1,1384.94
5,0,1384.33,1384.33,-1,1385.37
5,0,1382.66,1382.66,-1,1385.44
4,1,1382.89,1382.89,1385.58,-1
0,1,1385.37,1385.37,1385.86,-1
5,0,1384.8,1384.8,-1,1386.06
3,1,1384.94,1384.94,1386.22,-1
0,1,1386.06,1386.06,1386.85,-1
5,0,1385.44,1385.44,-1,1387.01
5,0,1385.58,1385.58,-1,1387.53
1,1,1387.53,1387.53,1387.8,-1
2,1,1387.01,1387.01,1388.77,-1
3,1,1386.22,1386.22,1388.87,-1
1,1,1388.77,1388.77,1388.88,-1
5,0,1385.86,1385.86,-1,1389.06
5,0,1387.8,1387.8,-1,1389.92
5,0,1386.85,1386.85,-1,1390.09
0,1,1389.92,1389.92,1390.26,-1
5,0,1388.88,1388.88,-1,1390.99
2,1,1390.09,1390.09,1391.01,-1
5,0,1389.06,1389.06,-1,1391.72
5,0,1388.87,1388.87,-1,1392.09
5,0,1390.26,1390.26,-1,1393.51
5,0,1391.01,1391.01,-1,1393.92
3,1,1392.09,1392.09,1394.05,-1
5,0,1391.72,1391.72,-1,1394.8
5,0,1390.99,1390.99,-1,1394.86
5,0,1393.51,1393.51,-1,1395.33
5,0,1393.92,1393.92,-1,1395.44
5,0,1394.05,1394.05,-1,1395.55
5,0,1394.8,1394.8,-1,1396.14
5,0,1395.33,1395.33,-1,1397.25
5,0,1395.44,1395.44,-1,1398.08
5,0,1396.14,1396.14,-1,1398.18
5,0,1395.55,1395.55,-1,1398.36
5,0,1394.86,1394.86,-1,1398.52
0,1,1398.52,1398.52,1399.08,-1
0,1,1398.36,1398.36,1399.2,-1
5,0,1398.18,1398.18,-1,1399.83
0,1,1399.83,1399.83,1400.09,-1
5,0,1397.25,1397.25,-1,1400.62
5,0,1398.08,1398.08,-1,1400.89
2,1,1400.89,1400.89,1401.32,-1
5,0,1399.2,1399.2,-1,1402.05
5,0,1400.62,1400.62,-1,1402.26
5,0,1400.09,1400.09,-1,1402.34
5,0,1399.08,1399.08,-1,1402.34
0,1,1402.34,1402.34,1402.59,-1
5,0,1401.32,1401.32,-1,1403.52
5,0,1402.05,1402.05,-1,1403.79
5,0,1402.26,1402.26,-1,1404.19
2,1,1403.79,1403.79,1404.5,-1
5,0,1403.52,1403.52,-1,1405.39
5,0,1402.34,1402.34,-1,1405.52
5,0,1402.59,1402.59,-1,1405.53
5,0,1404.19,1404.19,-1,1406.76
4,1,1404.5,1404.5,1406.94,-1
3,1,1405.52,1405.52,1407.88,-1
3,1,1405.53,1405.53,1408.05,-1
1,1,1407.88,1407.88,1408.64,-1
1,1,1408.64,1408.64,1408.88,-1
5,0,1406.76,1406.76,-1,1408.98
5,0,1405.39,1405.39,-1,1409.12
0,1,1408.98,1408.98,1409.47,-1
0,1,1408.88,1408.88,1409.68,-1
0,1,1409.47,1409.47,1410.1,-1
5,0,1406.94,1406.94,-1,1410.14
0,1,1409.68,1409.68,1410.53,-1
5,0,1408.05,1408.05,-1,1410.67
0,1,1410.67,1410.67,1411.06,-1
2,1,1409.12,1409.12,1411.3,-1
2,1,1410.1,1410.1,1411.49,-1
5,0,1410.14,1410.14,-1,1412.14
0,1,1412.14,1412.14,1412.33,-1
2,1,1411.3,1411.3,1413.02,-1
5,0,1411.06,1411.06,-1,1413.39
5,0,1410.53,1410.53,-1,1413.88
5,0,1412.33,1412.33,-1,1414.42
5,0,1411.49,1411.49,-1,1414.73
0,1,1413.88,1413.88,1414.77,-1
5,0,1413.02,1413.02,-1,1415.91
5,0,1413.39,1413.39,-1,1415.98
5,0,1414.42,1414.42,-1,1416.92
0,1,1416.92,1416.92,1417.5,-1
4,1,1414.77,1414.77,1418.17,-1
4,1,1415.98,1415.98,1418.22,-1
5,0,1414.73,1414.73,-1,1418.52
2,1,1415.91,1415.91,1418.53,-1
2,1,1418.17,1418.17,1420.22,-1
5,0,1418.53,1418.53,-1,1420.39
4,1,1417.5,1417.5,1420.49,-1
5,0,1418.52,1418.52,-1,1421.23
5,0,1418.22,1418.22,-1,1421.57
5,0,1420.39,1420.39,-1,1422.1
3,1,1420.22,1420.22,1422.18,-1
2,1,1421.23,1421.23,1422.51,-1
4,1,1420.49,1420.49,1424.14,-1
5,0,1421.57,1421.57,-1,1424.51
5,0,1422.51,1422.51,-1,1424.56
5,0,1422.1,1422.1,-1,1425.41
5,0,1422.18,1422.18,-1,1425.55
4,1,1424.51,1424.51,1425.99,-1
5,0,1424.14,1424.14,-1,1426.98
5,0,1425.41,1425.41,-1,1427.4
0,1,1426.98,1426.98,1427.42,-1
5,0,1424.56,1424.56,-1,1427.69
5,0,1425.99,1425.99,-1,1428.59
5,0,1425.55,1425.55,-1,1428.61
2,1,1427.4,1427.4,1428.74,-1
5,0,1427.42,1427.42,-1,1429.08
0,1,1428.59,1428.59,1429.22,-1
5,0,1428.61,1428.61,-1,1429.78
1,1,1428.74,1428.74,1429.81,-1
5,0,1427.69,1427.69,-1,1429.94
1,1,1429.81,1429.81,1430.29,-1
2,1,1429.78,1429.78,1430.86,-1
5,0,1429.22,1429.22,-1,1431.62
3,1,1430.29,1430.29,1431.74,-1
5,0,1429.08,1429.08,-1,1431.88
5,0,1429.94,1429.94,-1,1432.64
5,0,1431.74,1431.74,-1,1432.84
3,1,1431.62,1431.62,1432.94,-1
5,0,1430.86,1430.86,-1,1433.1
3,1,1432.64,1432.64,1433.87,-1
3,1,1432.94,1432.94,1434.06,-1
5,0,1431.88,1431.88,-1,1434.16
5,0,1433.1,1433.1,-1,1435.59
5,0,1432.84,1432.84,-1,1435.83
5,0,1434.06,1434.06,-1,1436.48
2,1,1435.83,1435.83,1436.65,-1
5,0,1433.87,1433.87,-1,1436.65
5,0,1434.16,1434.16,-1,1436.75
5,0,1436.75,1436.75,-1,1438.02
4,1,1435.59,1435.59,1438.13,-1
0,1,1438.13,1438.13,1438.41,-1
5,0,1436.48,1436.48,-1,1439.18
5,0,1436.65,1436.65,-1,1439.53
5,0,1436.65,1436.65,-1,1439.65
5,0,1438.02,1438.02,-1,1440.74
3,1,1438.41,1438.41,1441.01,-1
2,1,1440.74,1440.74,1441.73,-1
5,0,1439.65,1439.65,-1,1441.78
5,0,1439.18,1439.18,-1,1441.92
5,0,1441.78,1441.78,-1,1443.01
5,0,1439.53,1439.53,-1,1443.5
5,0,1441.73,1441.73,-1,1443.91
5,0,1441.01,1441.01,-1,1443.93
5,0,1441.92,1441.92,-1,1444.64
5,0,1443.93,1443.93,-1,1445.29
5,0,1443.01,1443.01,-1,1445.37
0,1,1444.64,1444.64,1445.37,-1
2,1,1443.5,1443.5,1446.02,-1
3,1,1445.37,1445.37,1446.19,-1
4,1,1445.37,1445.37,1446.8,-1
5,0,1443.91,1443.91,-1,1446.94
5,0,1445.29,1445.29,-1,1447.7
5,0,1446.02,1446.02,-1,1447.77
1,1,1446.8,1446.8,1448.21,-1
2,1,1447.77,1447.77,1449.02,-1
5,0,1446.19,1446.19,-1,1449.33
5,0,1447.7,1447.7,-1,1449.86
5,0,1446.94,1446.94,-1,1450
5,0,1449.33,1449.33,-1,1451.04
5,0,1449.86,1449.86,-1,1451.21
5,0,1449.02,1449.02,-1,1451.53
5,0,1448.21,1448.21,-1,1451.66
5,0,1450,1450,-1,1451.91
0,1,1451.66,1451.66,1452.63,-1
3,1,1451.04,1451.04,1452.82,-1
2,1,1451.91,1451.91,1453.08,-1
5,0,1451.21,1451.21,-1,1453.69
5,0,1451.53,1451.53,-1,1453.79
2,1,1453.08,1453.08,1455.27,-1
5,0,1452.63,1452.63,-1,1455.75
5,0,1452.82,1452.82,-1,1455.79
5,0,1453.69,1453.69,-1,1455.91
5,0,1453.79,1453.79,-1,1456.11
2,1,1455.75,1455.75,1456.87,-1
5,0,1456.11,1456.11,-1,1458.14
5,0,1455.79,1455.79,-1,1458.38
5,0,1455.91,1455.91,-1,1458.42
5,0,1455.27,1455.27,-1,1458.93
5,0,1458.14,1458.14,-1,1459.49
5,0,1456.87,1456.87,-1,1459.53
1,1,1458.38,1458.38,1459.8,-1
1,1,1459.49,1459.49,1460.54,-1
5,0,1458.42,1458.42,-1,1461.57
5,0,1458.93,1458.93,-1,1461.62
1,1,1460.54,1460.54,1461.84,-1
1,1,1461.57,1461.57,1462.36,-1
5,0,1459.8,1459.8,-1,1462.47
5,0,1459.53,1459.53,-1,1463.09
4,1,1461.62,1461.62,1463.82,-1
1,1,1462.47,1462.47,1463.91,-1
5,0,1461.84,1461.84,-1,1464.87
5,0,1462.36,1462.36,-1,1465.95
